unit_id,station_id,station_name,zone,tier,shift,vibration,torque,temperature,cycle_time,checklist_pass
1796,5,Roof Bow Fit,Body Construction,rich,Night,1.095,40.58,24.05,57.63,
1796,6,Door Hang,Body Construction,rich,Night,0.955,41.3,23.71,58.25,
1796,7,Bolt Fastening Torque,Body Construction,rich,Night,0.665,44.62,23.71,58.68,
1796,8,Geometry Check,Body Construction,rich,Night,0.882,39.87,24.2,55.79,
1796,9,Robotic Weld Cell C,Body Construction,rich,Night,0.777,35.75,23.45,53.54,
1796,10,Sealer Application,Body Construction,rich,Night,0.874,42.85,24.75,58.12,
1796,11,Body Squareness Gauge,Body Construction,basic,Night,,,,57.67,
1796,12,Weld Arm Bearing Station,Body Construction,rich,Night,3.319,41.41,24.48,58.8,
1796,13,Panel Fit Inspection,Body Construction,manual,Night,,,,53.9,True
1796,14,Hem Flange Press,Body Construction,basic,Night,,,,57.24,
1796,15,Body-in-White Buyoff,Body Construction,manual,Night,,,,54.18,True
1796,16,Pretreatment Dip,Paint,basic,Night,,,159.79,63.78,
1796,17,E-Coat Bath,Paint,rich,Night,0.903,,168.79,62.79,
1796,18,Sealer Booth,Paint,manual,Night,,,,65.71,True
1796,19,Primer Booth,Paint,rich,Night,0.97,,158.54,64.0,
1796,20,Basecoat Robot,Paint,rich,Night,1.012,,166.57,61.1,
1796,21,Clearcoat Robot,Paint,rich,Night,0.627,,165.89,65.57,
1796,22,Flash-Off Tunnel,Paint,basic,Night,,,166.58,61.85,
1796,23,Cure Oven Conveyor,Paint,basic,Night,,,170.92,60.12,
1796,24,Paint Inspection Booth,Paint,manual,Night,,,,62.21,True
1796,25,Buff & Polish,Paint,basic,Night,,,,60.8,
1796,26,Cockpit Marriage,Final Assembly,rich,Night,1.038,41.76,24.53,50.94,
1796,27,Powertrain Marriage,Final Assembly,rich,Night,0.711,37.85,24.19,55.43,
1796,28,Wheel & Tire Mount,Final Assembly,rich,Night,1.016,44.06,23.65,51.97,
1796,29,Interior Trim 1,Final Assembly,basic,Night,,,,52.75,
1796,30,Interior Trim Fit Check,Final Assembly,manual,Night,,,,52.9,True
1796,31,Glass Install,Final Assembly,rich,Night,0.738,42.61,23.95,53.28,
1796,32,Seat Install,Final Assembly,basic,Night,,,,54.9,
1796,33,Fluid Fill,Final Assembly,rich,Night,0.813,38.48,23.49,50.87,
1796,34,Wheel Alignment,Final Assembly,rich,Night,0.886,39.93,23.63,53.64,
1796,35,Headlamp Aim,Final Assembly,rich,Night,0.801,39.76,24.1,55.35,
1796,36,Electrical Function Test,Final Assembly,rich,Night,1.095,40.61,24.41,53.21,
1796,37,Door/Panel Gap Scan,Final Assembly,rich,Night,1.085,38.66,24.51,55.84,
1796,38,Water Leak Test,Final Assembly,rich,Night,1.016,43.3,24.17,55.58,
1796,39,Road Simulation Test,Final Assembly,rich,Night,0.793,40.06,23.45,54.8,
1796,40,Final Inspection & Buyoff,Final Assembly,rich,Night,0.779,39.29,23.91,52.75,
1797,1,Underbody Framing,Body Construction,rich,Night,0.858,39.74,24.04,58.08,
1797,2,Side Panel Load,Body Construction,rich,Night,0.801,39.46,23.29,55.67,
1797,3,Robotic Weld Cell A,Body Construction,rich,Night,0.918,41.96,23.56,57.5,
1797,4,Robotic Weld Cell B,Body Construction,rich,Night,1.068,41.25,24.08,58.37,
1797,5,Roof Bow Fit,Body Construction,rich,Night,1.045,40.75,24.71,54.79,
1797,6,Door Hang,Body Construction,rich,Night,0.66,41.87,23.82,56.49,
1797,7,Bolt Fastening Torque,Body Construction,rich,Night,1.01,47.5,24.57,57.99,
1797,8,Geometry Check,Body Construction,rich,Night,0.888,38.5,24.55,55.38,
1797,9,Robotic Weld Cell C,Body Construction,rich,Night,0.73,40.02,24.4,56.9,
1797,10,Sealer Application,Body Construction,rich,Night,0.929,39.66,23.73,58.34,
1797,11,Body Squareness Gauge,Body Construction,basic,Night,,,,57.58,
1797,12,Weld Arm Bearing Station,Body Construction,rich,Night,3.676,39.82,23.93,56.92,
1797,13,Panel Fit Inspection,Body Construction,manual,Night,,,,56.77,True
1797,14,Hem Flange Press,Body Construction,basic,Night,,,,56.29,
1797,15,Body-in-White Buyoff,Body Construction,manual,Night,,,,61.51,True
1797,16,Pretreatment Dip,Paint,basic,Night,,,155.93,62.28,
1797,17,E-Coat Bath,Paint,rich,Night,0.912,,164.58,62.66,
1797,18,Sealer Booth,Paint,manual,Night,,,,64.66,True
1797,19,Primer Booth,Paint,rich,Night,0.909,,167.38,59.07,
1797,20,Basecoat Robot,Paint,rich,Night,0.792,,166.46,62.21,
1797,21,Clearcoat Robot,Paint,rich,Night,1.003,,162.17,62.47,
1797,22,Flash-Off Tunnel,Paint,basic,Night,,,169.08,58.27,
1797,23,Cure Oven Conveyor,Paint,basic,Night,,,166.56,64.25,
1797,24,Paint Inspection Booth,Paint,manual,Night,,,,62.77,True
1797,25,Buff & Polish,Paint,basic,Night,,,,64.97,
1797,26,Cockpit Marriage,Final Assembly,rich,Night,0.839,42.8,24.23,56.08,
1797,27,Powertrain Marriage,Final Assembly,rich,Night,0.833,37.94,24.1,53.57,
1797,28,Wheel & Tire Mount,Final Assembly,rich,Night,1.111,38.24,23.25,53.89,
1797,29,Interior Trim 1,Final Assembly,basic,Night,,,,53.78,
1797,30,Interior Trim Fit Check,Final Assembly,manual,Night,,,,52.62,True
1797,31,Glass Install,Final Assembly,rich,Night,1.185,39.79,23.69,52.89,
1797,32,Seat Install,Final Assembly,basic,Night,,,,53.16,
1797,33,Fluid Fill,Final Assembly,rich,Night,0.955,38.76,22.75,53.27,
1797,34,Wheel Alignment,Final Assembly,rich,Night,0.794,42.15,24.37,53.89,
1797,35,Headlamp Aim,Final Assembly,rich,Night,0.962,44.04,23.64,54.89,
1797,36,Electrical Function Test,Final Assembly,rich,Night,0.843,41.74,23.84,53.49,
1797,37,Door/Panel Gap Scan,Final Assembly,rich,Night,0.959,39.2,24.02,51.96,
1797,38,Water Leak Test,Final Assembly,rich,Night,0.724,41.46,24.19,50.52,
1797,39,Road Simulation Test,Final Assembly,rich,Night,0.925,40.82,24.85,53.82,
1797,40,Final Inspection & Buyoff,Final Assembly,rich,Night,1.111,39.9,24.29,53.38,
1798,1,Underbody Framing,Body Construction,rich,Night,1.084,39.55,24.37,56.26,
1798,2,Side Panel Load,Body Construction,rich,Night,0.974,39.34,23.37,56.01,
1798,3,Robotic Weld Cell A,Body Construction,rich,Night,0.812,38.0,23.8,56.49,
1798,4,Robotic Weld Cell B,Body Construction,rich,Night,1.075,37.77,23.3,54.76,
1798,5,Roof Bow Fit,Body Construction,rich,Night,0.853,41.47,23.77,57.22,
1798,6,Door Hang,Body Construction,rich,Night,0.869,39.61,23.07,56.86,
1798,7,Bolt Fastening Torque,Body Construction,rich,Night,0.977,45.61,24.14,55.39,
1798,8,Geometry Check,Body Construction,rich,Night,1.077,40.0,23.23,55.16,
1798,9,Robotic Weld Cell C,Body Construction,rich,Night,0.84,42.69,24.92,58.78,
1798,10,Sealer Application,Body Construction,rich,Night,1.065,39.22,24.08,60.99,
1798,11,Body Squareness Gauge,Body Construction,basic,Night,,,,57.12,
1798,12,Weld Arm Bearing Station,Body Construction,rich,Night,3.603,41.02,22.85,57.84,
1798,13,Panel Fit Inspection,Body Construction,manual,Night,,,,55.62,True
1798,14,Hem Flange Press,Body Construction,basic,Night,,,,58.07,
1798,15,Body-in-White Buyoff,Body Construction,manual,Night,,,,56.27,True
1798,16,Pretreatment Dip,Paint,basic,Night,,,168.35,64.9,
1798,17,E-Coat Bath,Paint,rich,Night,1.0,,165.77,61.64,
1798,18,Sealer Booth,Paint,manual,Night,,,,61.19,False
1798,19,Primer Booth,Paint,rich,Night,0.915,,163.65,62.75,
1798,20,Basecoat Robot,Paint,rich,Night,0.715,,165.23,62.17,
1798,21,Clearcoat Robot,Paint,rich,Night,0.94,,166.2,63.34,
1798,22,Flash-Off Tunnel,Paint,basic,Night,,,167.62,63.28,
1798,23,Cure Oven Conveyor,Paint,basic,Night,,,163.21,62.98,
1798,24,Paint Inspection Booth,Paint,manual,Night,,,,60.1,True
1798,25,Buff & Polish,Paint,basic,Night,,,,62.71,
1798,26,Cockpit Marriage,Final Assembly,rich,Night,1.124,38.51,23.9,54.12,
1798,27,Powertrain Marriage,Final Assembly,rich,Night,0.996,39.73,23.55,52.14,
1798,28,Wheel & Tire Mount,Final Assembly,rich,Night,0.818,39.42,24.16,53.0,
1798,29,Interior Trim 1,Final Assembly,basic,Night,,,,53.4,
1798,30,Interior Trim Fit Check,Final Assembly,manual,Night,,,,51.09,True
1798,31,Glass Install,Final Assembly,rich,Night,0.75,41.57,24.39,50.59,
1798,32,Seat Install,Final Assembly,basic,Night,,,,55.58,
1798,33,Fluid Fill,Final Assembly,rich,Night,0.964,39.76,24.16,51.26,
1798,34,Wheel Alignment,Final Assembly,rich,Night,0.951,40.39,23.71,53.15,
1798,35,Headlamp Aim,Final Assembly,rich,Night,0.71,41.57,24.31,51.87,
1798,36,Electrical Function Test,Final Assembly,rich,Night,1.087,41.52,23.88,55.92,
1798,37,Door/Panel Gap Scan,Final Assembly,rich,Night,1.112,39.27,24.25,53.82,
1798,38,Water Leak Test,Final Assembly,rich,Night,1.034,40.09,24.5,58.6,
1798,39,Road Simulation Test,Final Assembly,rich,Night,1.072,40.43,23.96,52.28,
1798,40,Final Inspection & Buyoff,Final Assembly,rich,Night,0.853,41.74,24.55,53.53,
1799,1,Underbody Framing,Body Construction,rich,Night,0.829,42.04,24.33,56.56,
1799,2,Side Panel Load,Body Construction,rich,Night,0.772,40.75,24.18,55.54,
1799,3,Robotic Weld Cell A,Body Construction,rich,Night,0.929,40.04,24.28,59.18,
1799,4,Robotic Weld Cell B,Body Construction,rich,Night,1.227,42.0,23.92,55.41,
1799,5,Roof Bow Fit,Body Construction,rich,Night,0.693,40.1,24.2,59.44,
1799,6,Door Hang,Body Construction,rich,Night,0.791,39.86,24.01,59.34,
1799,7,Bolt Fastening Torque,Body Construction,rich,Night,0.923,45.48,23.84,55.48,
1799,8,Geometry Check,Body Construction,rich,Night,0.85,40.65,23.07,59.54,
1799,9,Robotic Weld Cell C,Body Construction,rich,Night,0.82,39.28,24.71,58.92,
1799,10,Sealer Application,Body Construction,rich,Night,0.812,41.56,23.59,55.08,
1799,11,Body Squareness Gauge,Body Construction,basic,Night,,,,58.55,
1799,12,Weld Arm Bearing Station,Body Construction,rich,Night,3.812,42.28,24.04,57.79,
1799,13,Panel Fit Inspection,Body Construction,manual,Night,,,,57.89,True
1799,14,Hem Flange Press,Body Construction,basic,Night,,,,57.2,
1799,15,Body-in-White Buyoff,Body Construction,manual,Night,,,,56.53,True
1799,16,Pretreatment Dip,Paint,basic,Night,,,164.47,60.2,
1799,17,E-Coat Bath,Paint,rich,Night,0.722,,161.55,59.72,
1799,18,Sealer Booth,Paint,manual,Night,,,,59.18,True
1799,19,Primer Booth,Paint,rich,Night,0.744,,167.01,62.55,
1799,20,Basecoat Robot,Paint,rich,Night,1.047,,161.54,61.12,
1799,21,Clearcoat Robot,Paint,rich,Night,0.846,,169.41,58.97,
1799,22,Flash-Off Tunnel,Paint,basic,Night,,,162.02,59.02,
1799,23,Cure Oven Conveyor,Paint,basic,Night,,,161.19,63.65,
1799,24,Paint Inspection Booth,Paint,manual,Night,,,,63.81,True
1799,25,Buff & Polish,Paint,basic,Night,,,,61.88,
1799,26,Cockpit Marriage,Final Assembly,rich,Night,0.674,41.35,24.07,53.52,
1799,27,Powertrain Marriage,Final Assembly,rich,Night,1.007,39.29,24.23,54.81,
1799,28,Wheel & Tire Mount,Final Assembly,rich,Night,0.828,40.77,24.79,52.99,
1799,29,Interior Trim 1,Final Assembly,basic,Night,,,,55.2,
1799,30,Interior Trim Fit Check,Final Assembly,manual,Night,,,,51.47,True
1799,31,Glass Install,Final Assembly,rich,Night,1.03,40.68,23.91,53.7,
1799,32,Seat Install,Final Assembly,basic,Night,,,,51.73,
1799,33,Fluid Fill,Final Assembly,rich,Night,1.025,39.88,24.68,56.82,
1799,34,Wheel Alignment,Final Assembly,rich,Night,0.864,39.93,24.54,52.34,
1799,35,Headlamp Aim,Final Assembly,rich,Night,0.866,38.22,24.21,54.32,
1799,36,Electrical Function Test,Final Assembly,rich,Night,1.149,37.66,24.22,54.4,
1799,37,Door/Panel Gap Scan,Final Assembly,rich,Night,0.923,38.87,23.83,55.52,
1799,38,Water Leak Test,Final Assembly,rich,Night,0.808,36.76,24.54,54.92,
1799,39,Road Simulation Test,Final Assembly,rich,Night,0.864,40.95,23.91,53.15,
1799,40,Final Inspection & Buyoff,Final Assembly,rich,Night,1.006,38.34,24.96,54.45,
1800,1,Underbody Framing,Body Construction,rich,Night,1.032,42.27,24.72,55.94,
1800,2,Side Panel Load,Body Construction,rich,Night,0.811,40.09,23.77,57.7,
1800,3,Robotic Weld Cell A,Body Construction,rich,Night,0.918,40.86,23.84,57.37,
1800,4,Robotic Weld Cell B,Body Construction,rich,Night,0.829,39.72,24.68,58.52,
1800,5,Roof Bow Fit,Body Construction,rich,Night,0.833,41.56,23.5,56.12,
1800,6,Door Hang,Body Construction,rich,Night,0.939,41.96,24.36,57.1,
1800,7,Bolt Fastening Torque,Body Construction,rich,Night,0.902,47.86,23.83,57.45,
1800,8,Geometry Check,Body Construction,rich,Night,0.848,40.12,24.48,55.52,
1800,9,Robotic Weld Cell C,Body Construction,rich,Night,0.974,42.09,23.77,56.71,
1800,10,Sealer Application,Body Construction,rich,Night,1.184,40.36,24.46,55.61,
1800,11,Body Squareness Gauge,Body Construction,basic,Night,,,,60.44,
1800,12,Weld Arm Bearing Station,Body Construction,rich,Night,3.729,41.2,24.43,60.69,
1800,13,Panel Fit Inspection,Body Construction,manual,Night,,,,56.28,True
1800,14,Hem Flange Press,Body Construction,basic,Night,,,,58.31,
1800,15,Body-in-White Buyoff,Body Construction,manual,Night,,,,59.01,True
1800,16,Pretreatment Dip,Paint,basic,Night,,,168.73,63.72,
1800,17,E-Coat Bath,Paint,rich,Night,0.97,,161.46,61.16,
1800,18,Sealer Booth,Paint,manual,Night,,,,64.01,True
1800,19,Primer Booth,Paint,rich,Night,0.985,,168.36,61.83,
1800,20,Basecoat Robot,Paint,rich,Night,0.895,,167.17,64.11,
1800,21,Clearcoat Robot,Paint,rich,Night,0.874,,166.56,61.94,
1800,22,Flash-Off Tunnel,Paint,basic,Night,,,164.7,63.06,
1800,23,Cure Oven Conveyor,Paint,basic,Night,,,162.38,61.65,
1800,24,Paint Inspection Booth,Paint,manual,Night,,,,61.39,True
1800,25,Buff & Polish,Paint,basic,Night,,,,61.34,
1800,26,Cockpit Marriage,Final Assembly,rich,Night,0.926,40.91,23.81,51.77,
1800,27,Powertrain Marriage,Final Assembly,rich,Night,0.947,40.67,24.34,50.6,
1800,28,Wheel & Tire Mount,Final Assembly,rich,Night,0.713,42.13,23.6,52.96,
1800,29,Interior Trim 1,Final Assembly,basic,Night,,,,51.19,
1800,30,Interior Trim Fit Check,Final Assembly,manual,Night,,,,56.37,True
1800,31,Glass Install,Final Assembly,rich,Night,0.942,38.63,24.05,52.11,
1800,32,Seat Install,Final Assembly,basic,Night,,,,53.55,
1800,33,Fluid Fill,Final Assembly,rich,Night,0.896,40.33,23.94,56.3,
1800,34,Wheel Alignment,Final Assembly,rich,Night,0.914,40.23,23.61,53.2,
1800,35,Headlamp Aim,Final Assembly,rich,Night,0.901,38.58,24.4,54.99,
1800,36,Electrical Function Test,Final Assembly,rich,Night,0.741,43.73,24.17,54.91,
1800,37,Door/Panel Gap Scan,Final Assembly,rich,Night,1.03,41.43,23.52,53.56,
1800,38,Water Leak Test,Final Assembly,rich,Night,1.134,41.4,23.56,54.4,
1800,39,Road Simulation Test,Final Assembly,rich,Night,0.784,40.94,24.5,53.72,
1800,40,Final Inspection & Buyoff,Final Assembly,rich,Night,0.991,39.17,24.6,53.52,
1801,1,Underbody Framing,Body Construction,rich,Night,0.852,40.66,24.37,52.06,
1801,2,Side Panel Load,Body Construction,rich,Night,0.823,40.33,23.8,58.54,
1801,3,Robotic Weld Cell A,Body Construction,rich,Night,0.86,38.37,23.32,54.54,
1801,4,Robotic Weld Cell B,Body Construction,rich,Night,0.907,40.94,24.02,55.94,
1801,5,Roof Bow Fit,Body Construction,rich,Night,0.673,38.98,23.75,55.75,
1801,6,Door Hang,Body Construction,rich,Night,0.872,38.75,24.02,57.2,
1801,7,Bolt Fastening Torque,Body Construction,rich,Night,0.848,46.46,23.42,61.11,
1801,8,Geometry Check,Body Construction,rich,Night,0.692,39.65,24.61,57.91,
1801,9,Robotic Weld Cell C,Body Construction,rich,Night,0.953,39.97,23.97,60.96,
1801,10,Sealer Application,Body Construction,rich,Night,0.775,43.94,24.24,55.74,
1801,11,Body Squareness Gauge,Body Construction,basic,Night,,,,56.27,
1801,12,Weld Arm Bearing Station,Body Construction,rich,Night,3.661,39.67,24.02,59.39,
1801,13,Panel Fit Inspection,Body Construction,manual,Night,,,,57.89,True
1801,14,Hem Flange Press,Body Construction,basic,Night,,,,57.98,
1801,15,Body-in-White Buyoff,Body Construction,manual,Night,,,,56.78,True
1801,16,Pretreatment Dip,Paint,basic,Night,,,160.67,60.85,
1801,17,E-Coat Bath,Paint,rich,Night,0.684,,169.45,64.08,
1801,18,Sealer Booth,Paint,manual,Night,,,,60.52,True
1801,19,Primer Booth,Paint,rich,Night,0.66,,167.21,61.07,
1801,20,Basecoat Robot,Paint,rich,Night,0.855,,161.46,63.13,
1801,21,Clearcoat Robot,Paint,rich,Night,1.087,,165.76,64.11,
1801,22,Flash-Off Tunnel,Paint,basic,Night,,,166.27,59.85,
1801,23,Cure Oven Conveyor,Paint,basic,Night,,,161.51,65.08,
1801,24,Paint Inspection Booth,Paint,manual,Night,,,,63.5,True
1801,25,Buff & Polish,Paint,basic,Night,,,,60.5,
1801,26,Cockpit Marriage,Final Assembly,rich,Night,1.12,41.32,24.1,51.54,
1801,27,Powertrain Marriage,Final Assembly,rich,Night,0.863,40.64,23.75,53.92,
1801,28,Wheel & Tire Mount,Final Assembly,rich,Night,0.867,39.16,23.71,54.78,
1801,29,Interior Trim 1,Final Assembly,basic,Night,,,,51.2,
1801,30,Interior Trim Fit Check,Final Assembly,manual,Night,,,,54.63,True
1801,31,Glass Install,Final Assembly,rich,Night,0.778,38.5,24.91,53.32,
1801,32,Seat Install,Final Assembly,basic,Night,,,,54.24,
1801,33,Fluid Fill,Final Assembly,rich,Night,0.71,42.62,24.11,54.74,
1801,34,Wheel Alignment,Final Assembly,rich,Night,0.773,40.66,23.9,55.12,
1801,35,Headlamp Aim,Final Assembly,rich,Night,1.03,41.74,23.81,52.34,
1801,36,Electrical Function Test,Final Assembly,rich,Night,0.88,40.57,23.76,51.07,
1801,37,Door/Panel Gap Scan,Final Assembly,rich,Night,1.112,41.08,23.38,52.33,
1801,38,Water Leak Test,Final Assembly,rich,Night,0.707,38.57,22.56,51.25,
1801,39,Road Simulation Test,Final Assembly,rich,Night,1.102,42.69,23.95,51.42,
1801,40,Final Inspection & Buyoff,Final Assembly,rich,Night,0.628,39.2,24.19,52.89,
1802,1,Underbody Framing,Body Construction,rich,Night,0.97,36.66,23.5,54.03,
1802,2,Side Panel Load,Body Construction,rich,Night,0.768,35.97,23.73,54.41,
1802,3,Robotic Weld Cell A,Body Construction,rich,Night,1.088,41.45,23.35,54.91,
1802,4,Robotic Weld Cell B,Body Construction,rich,Night,0.856,39.76,24.07,57.87,
1802,5,Roof Bow Fit,Body Construction,rich,Night,0.783,40.05,23.94,58.37,
1802,6,Door Hang,Body Construction,rich,Night,1.047,41.09,24.46,57.69,
1802,7,Bolt Fastening Torque,Body Construction,rich,Night,0.618,45.96,23.28,54.74,
1802,8,Geometry Check,Body Construction,rich,Night,0.922,42.31,23.42,59.59,
1802,9,Robotic Weld Cell C,Body Construction,rich,Night,0.867,38.09,24.12,53.14,
1802,10,Sealer Application,Body Construction,rich,Night,0.894,40.3,23.25,55.42,
1802,11,Body Squareness Gauge,Body Construction,basic,Night,,,,52.15,
1802,12,Weld Arm Bearing Station,Body Construction,rich,Night,3.538,40.86,24.03,56.47,
1802,13,Panel Fit Inspection,Body Construction,manual,Night,,,,57.0,True
1802,14,Hem Flange Press,Body Construction,basic,Night,,,,55.78,
1802,15,Body-in-White Buyoff,Body Construction,manual,Night,,,,56.09,True
1802,16,Pretreatment Dip,Paint,basic,Night,,,168.9,62.29,
1802,17,E-Coat Bath,Paint,rich,Night,0.632,,165.53,61.65,
1802,18,Sealer Booth,Paint,manual,Night,,,,58.13,True
1802,19,Primer Booth,Paint,rich,Night,0.823,,161.14,63.27,
1802,20,Basecoat Robot,Paint,rich,Night,0.961,,164.81,63.38,
1802,21,Clearcoat Robot,Paint,rich,Night,1.014,,163.61,66.07,
1802,22,Flash-Off Tunnel,Paint,basic,Night,,,171.21,59.92,
1802,23,Cure Oven Conveyor,Paint,basic,Night,,,168.41,63.39,
1802,24,Paint Inspection Booth,Paint,manual,Night,,,,62.22,True
1802,25,Buff & Polish,Paint,basic,Night,,,,64.0,
1802,26,Cockpit Marriage,Final Assembly,rich,Night,0.944,41.82,24.33,52.04,
1802,27,Powertrain Marriage,Final Assembly,rich,Night,0.864,39.36,24.19,53.76,
1802,28,Wheel & Tire Mount,Final Assembly,rich,Night,0.799,40.81,24.14,53.7,
1802,29,Interior Trim 1,Final Assembly,basic,Night,,,,53.8,
1802,30,Interior Trim Fit Check,Final Assembly,manual,Night,,,,51.66,True
1802,31,Glass Install,Final Assembly,rich,Night,1.003,37.05,23.43,53.72,
1802,32,Seat Install,Final Assembly,basic,Night,,,,51.27,
1802,33,Fluid Fill,Final Assembly,rich,Night,0.983,39.53,24.45,55.51,
1802,34,Wheel Alignment,Final Assembly,rich,Night,0.804,38.9,24.33,52.32,
1802,35,Headlamp Aim,Final Assembly,rich,Night,0.914,40.57,23.69,51.77,
1802,36,Electrical Function Test,Final Assembly,rich,Night,1.002,40.55,24.06,53.68,
1802,37,Door/Panel Gap Scan,Final Assembly,rich,Night,1.081,41.84,25.04,54.54,
1802,38,Water Leak Test,Final Assembly,rich,Night,0.853,40.27,23.63,52.22,
1802,39,Road Simulation Test,Final Assembly,rich,Night,0.96,39.73,24.44,53.43,
1802,40,Final Inspection & Buyoff,Final Assembly,rich,Night,0.908,39.45,24.36,51.81,
1803,1,Underbody Framing,Body Construction,rich,Night,1.029,40.33,24.06,54.78,
1803,2,Side Panel Load,Body Construction,rich,Night,0.912,42.25,23.88,56.06,
1803,3,Robotic Weld Cell A,Body Construction,rich,Night,0.769,38.89,24.15,55.84,
1803,4,Robotic Weld Cell B,Body Construction,rich,Night,0.964,39.12,24.32,57.49,
1803,5,Roof Bow Fit,Body Construction,rich,Night,1.218,40.58,24.24,55.93,
1803,6,Door Hang,Body Construction,rich,Night,0.896,41.85,23.66,55.7,
1803,7,Bolt Fastening Torque,Body Construction,rich,Night,1.079,44.88,24.82,57.55,
1803,8,Geometry Check,Body Construction,rich,Night,0.956,40.95,23.77,56.59,
1803,9,Robotic Weld Cell C,Body Construction,rich,Night,0.961,41.07,24.41,57.91,
1803,10,Sealer Application,Body Construction,rich,Night,1.072,38.91,24.54,58.11,
1803,11,Body Squareness Gauge,Body Construction,basic,Night,,,,52.79,
1803,12,Weld Arm Bearing Station,Body Construction,rich,Night,3.814,38.26,24.27,59.78,
1803,13,Panel Fit Inspection,Body Construction,manual,Night,,,,55.72,True
1803,14,Hem Flange Press,Body Construction,basic,Night,,,,55.87,
1803,15,Body-in-White Buyoff,Body Construction,manual,Night,,,,57.77,True
1803,16,Pretreatment Dip,Paint,basic,Night,,,162.3,63.58,
1803,17,E-Coat Bath,Paint,rich,Night,1.141,,164.44,60.64,
1803,18,Sealer Booth,Paint,manual,Night,,,,63.02,True
1803,19,Primer Booth,Paint,rich,Night,0.736,,163.92,67.02,
1803,20,Basecoat Robot,Paint,rich,Night,0.945,,166.99,61.86,
1803,21,Clearcoat Robot,Paint,rich,Night,1.012,,163.19,65.55,
1803,22,Flash-Off Tunnel,Paint,basic,Night,,,169.21,60.43,
1803,23,Cure Oven Conveyor,Paint,basic,Night,,,166.75,63.62,
1803,24,Paint Inspection Booth,Paint,manual,Night,,,,61.48,True
1803,25,Buff & Polish,Paint,basic,Night,,,,62.29,
1803,26,Cockpit Marriage,Final Assembly,rich,Night,0.932,38.81,23.49,56.99,
1803,27,Powertrain Marriage,Final Assembly,rich,Night,1.016,38.54,24.14,52.59,
1803,28,Wheel & Tire Mount,Final Assembly,rich,Night,0.999,40.65,23.32,52.4,
1803,29,Interior Trim 1,Final Assembly,basic,Night,,,,55.11,
1803,30,Interior Trim Fit Check,Final Assembly,manual,Night,,,,54.82,True
1803,31,Glass Install,Final Assembly,rich,Night,1.037,39.81,24.46,53.36,
1803,32,Seat Install,Final Assembly,basic,Night,,,,53.7,
1803,33,Fluid Fill,Final Assembly,rich,Night,0.911,40.54,23.39,53.93,
1803,34,Wheel Alignment,Final Assembly,rich,Night,0.885,40.02,23.28,54.57,
1803,35,Headlamp Aim,Final Assembly,rich,Night,0.603,40.39,24.55,50.92,
1803,36,Electrical Function Test,Final Assembly,rich,Night,0.915,37.68,24.26,56.33,
1803,37,Door/Panel Gap Scan,Final Assembly,rich,Night,0.708,38.39,24.35,52.99,
1803,38,Water Leak Test,Final Assembly,rich,Night,0.623,39.26,23.83,55.18,
1803,39,Road Simulation Test,Final Assembly,rich,Night,0.743,39.45,23.78,52.72,
1803,40,Final Inspection & Buyoff,Final Assembly,rich,Night,0.812,42.52,23.77,52.98,
1804,1,Underbody Framing,Body Construction,rich,Night,1.028,40.28,23.83,55.73,
1804,2,Side Panel Load,Body Construction,rich,Night,0.806,38.13,24.48,58.86,
1804,3,Robotic Weld Cell A,Body Construction,rich,Night,0.745,37.84,23.72,56.26,
1804,4,Robotic Weld Cell B,Body Construction,rich,Night,0.791,41.58,24.24,60.44,
1804,5,Roof Bow Fit,Body Construction,rich,Night,0.874,41.68,24.41,59.46,
1804,6,Door Hang,Body Construction,rich,Night,0.793,38.4,23.62,53.89,
1804,7,Bolt Fastening Torque,Body Construction,rich,Night,1.013,43.85,24.95,56.87,
1804,8,Geometry Check,Body Construction,rich,Night,0.898,41.78,24.13,57.1,
1804,9,Robotic Weld Cell C,Body Construction,rich,Night,0.716,39.32,24.15,56.46,
1804,10,Sealer Application,Body Construction,rich,Night,0.933,39.59,24.84,56.22,
1804,11,Body Squareness Gauge,Body Construction,basic,Night,,,,56.02,
1804,12,Weld Arm Bearing Station,Body Construction,rich,Night,3.498,43.58,23.89,56.42,
1804,13,Panel Fit Inspection,Body Construction,manual,Night,,,,58.87,True
1804,14,Hem Flange Press,Body Construction,basic,Night,,,,56.55,
1804,15,Body-in-White Buyoff,Body Construction,manual,Night,,,,58.18,True
1804,16,Pretreatment Dip,Paint,basic,Night,,,166.9,66.17,
1804,17,E-Coat Bath,Paint,rich,Night,0.859,,165.41,61.87,
1804,18,Sealer Booth,Paint,manual,Night,,,,59.37,True
1804,19,Primer Booth,Paint,rich,Night,0.918,,168.32,63.67,
1804,20,Basecoat Robot,Paint,rich,Night,0.904,,162.04,66.06,
1804,21,Clearcoat Robot,Paint,rich,Night,0.926,,167.38,62.56,
1804,22,Flash-Off Tunnel,Paint,basic,Night,,,163.17,65.22,
1804,23,Cure Oven Conveyor,Paint,basic,Night,,,160.86,61.66,
1804,24,Paint Inspection Booth,Paint,manual,Night,,,,60.14,True
1804,25,Buff & Polish,Paint,basic,Night,,,,61.23,
1804,26,Cockpit Marriage,Final Assembly,rich,Night,0.876,39.16,23.76,55.17,
1804,27,Powertrain Marriage,Final Assembly,rich,Night,0.942,42.7,24.01,50.51,
